Price at Date,Price in EUR
2023/06/08,118
2023/06/09,118
2023/06/10,118
2023/06/11,118
2023/06/12,118
2023/06/13,48
2023/06/14,116
2023/06/15,116
2023/06/16,116
2023/06/17,121
2023/06/18,120
2023/06/19,105
2023/06/20,120
2023/06/21,120
2023/06/22,120
2023/06/23,120
2023/06/24,120
2023/06/25,120
2023/06/26,120
2023/06/27,120
2023/06/28,120
2023/06/29,104
2023/06/30,101
2023/07/01,135
2023/07/02,138
2023/07/03,138
2023/07/04,127
2023/07/05,127
2023/07/06,127
2023/07/07,127
2023/07/08,127
2023/07/09,127
2023/07/10,127
2023/07/11,127
2023/07/12,127
2023/07/13,127
2023/07/14,127
2023/07/15,127
2023/07/16,127
2023/07/17,114
2023/07/18,116
2023/07/19,116
2023/07/20,122
2023/07/21,125
2023/07/22,121
2023/07/23,121
2023/07/24,121
2023/07/25,118
2023/07/26,118
2023/07/27,124
2023/07/28,128
2023/07/29,129
2023/07/30,129
2023/07/31,132
2023/08/01,128
2023/08/02,128
2023/08/03,136
2023/08/04,141
2023/08/05,138
2023/08/06,142
2023/08/07,143
