Price at Date,Price in EUR
2023/06/08,17
2023/06/09,18
2023/06/10,17
2023/06/11,17
2023/06/12,16
2023/06/13,15
2023/06/14,15
2023/06/15,16
2023/06/16,16
2023/06/17,16
2023/06/18,15
2023/06/19,15
2023/06/20,16
2023/06/21,15
2023/06/22,15
2023/06/23,16
2023/06/24,18
2023/06/25,18
2023/06/26,16
2023/06/27,16
2023/06/28,17
2023/06/29,16
2023/06/30,21
2023/07/01,21
2023/07/02,19
2023/07/03,19
2023/07/04,26
2023/07/05,20
2023/07/06,17
2023/07/07,18
2023/07/08,21
2023/07/09,21
2023/07/10,21
2023/07/11,36
2023/07/12,39
2023/07/13,40
2023/07/14,47
2023/07/15,35
2023/07/16,34
2023/07/17,19
2023/07/18,20
2023/07/19,17
2023/07/20,19
2023/07/21,17
2023/07/22,17
2023/07/23,20
2023/07/24,25
2023/07/25,25
2023/07/26,21
2023/07/27,25
2023/07/28,35
2023/07/29,47
2023/07/30,35
2023/07/31,20
2023/08/01,16
2023/08/02,16
2023/08/03,37
2023/08/04,49
2023/08/05,57
2023/08/06,57
2023/08/07,57
2023/08/08,60
2023/08/09,79
2023/08/10,93
2023/08/11,237
