Price at Date,Price in EUR
2023/06/07,130
2023/06/08,130
2023/06/09,174
2023/06/10,160
2023/06/11,160
2023/06/12,160
2023/06/13,160
2023/06/14,158
2023/06/15,130
2023/06/16,144
2023/06/17,145
2023/06/18,146
2023/06/19,146
2023/06/20,146
2023/06/21,144
2023/06/22,144
2023/06/23,129
2023/06/24,130
2023/06/25,135
2023/06/26,136
2023/06/27,135
2023/06/28,135
2023/06/29,135
2023/06/30,146
2023/07/01,146
2023/07/02,157
2023/07/03,179
2023/07/04,179
2023/07/05,169
2023/07/06,169
2023/07/07,179
2023/07/08,179
2023/07/09,180
2023/07/10,179
2023/07/11,179
2023/07/12,151
2023/07/13,151
2023/07/14,162
2023/07/15,173
2023/07/16,130
2023/07/17,146
2023/07/18,163
2023/07/19,154
2023/07/20,174
2023/07/21,175
2023/07/22,175
2023/07/23,147
2023/07/24,147
2023/07/25,163
2023/07/26,176
2023/07/27,153
2023/07/28,164
2023/07/29,175
2023/07/30,175
2023/07/31,190
2023/08/01,152
2023/08/02,163
2023/08/03,174
2023/08/04,197
2023/08/05,198
2023/08/06,208
2023/08/07,220
