Price at Date,Price in EUR
2023/06/08,111
2023/06/09,111
2023/06/10,110
2023/06/11,111
2023/06/12,103
2023/06/13,98
2023/06/14,96
2023/06/15,95
2023/06/16,95
2023/06/17,93
2023/06/18,84
2023/06/19,84
2023/06/20,82
2023/06/21,82
2023/06/22,96
2023/06/23,105
2023/06/24,106
2023/06/25,101
2023/06/26,104
2023/06/27,93
2023/06/28,83
2023/06/29,71
2023/06/30,71
2023/07/01,81
2023/07/02,82
2023/07/03,82
2023/07/04,97
2023/07/05,86
2023/07/06,85
2023/07/07,84
2023/07/08,83
2023/07/09,104
2023/07/10,101
2023/07/11,103
2023/07/12,92
2023/07/13,92
2023/07/14,93
2023/07/15,94
2023/07/16,94
2023/07/17,94
2023/07/18,94
2023/07/19,74
2023/07/20,74
2023/07/21,76
2023/07/22,79
2023/07/23,91
2023/07/24,93
2023/07/25,93
2023/07/26,93
2023/07/27,93
2023/07/28,105
2023/07/29,82
2023/07/30,79
2023/07/31,80
2023/08/01,102
2023/08/02,102
2023/08/03,113
2023/08/04,114
2023/08/05,115
2023/08/06,135
2023/08/07,127
2023/08/08,135
2023/08/09,146
2023/08/10,145
2023/08/11,160
