Price at Date,Price in EUR
2023/06/08,101
2023/06/09,121
2023/06/10,121
2023/06/11,121
2023/06/12,121
2023/06/13,111
2023/06/14,110
2023/06/15,90
2023/06/16,91
2023/06/17,92
2023/06/18,101
2023/06/19,101
2023/06/20,101
2023/06/21,101
2023/06/22,112
2023/06/23,122
2023/06/24,123
2023/06/25,123
2023/06/26,122
2023/06/27,123
2023/06/28,124
2023/06/29,103
2023/06/30,102
2023/07/01,103
2023/07/02,102
2023/07/03,102
2023/07/04,102
2023/07/05,112
2023/07/06,111
2023/07/07,110
2023/07/08,118
2023/07/09,118
2023/07/10,127
2023/07/11,143
2023/07/12,144
2023/07/13,145
2023/07/14,121
2023/07/15,122
2023/07/16,121
2023/07/17,121
2023/07/18,132
2023/07/19,121
2023/07/20,122
2023/07/21,114
2023/07/22,80
2023/07/23,90
2023/07/24,110
2023/07/25,110
2023/07/26,110
2023/07/27,118
2023/07/28,120
2023/07/29,157
2023/07/30,157
2023/07/31,129
2023/08/01,132
2023/08/02,147
2023/08/03,161
2023/08/04,159
2023/08/05,160
2023/08/06,161
2023/08/07,161
2023/08/08,131
2023/08/09,130
2023/08/10,131
2023/08/11,149
