Price at Date,Price in EUR
2023/06/08,93
2023/06/09,93
2023/06/10,93
2023/06/11,93
2023/06/12,88
2023/06/13,96
2023/06/14,97
2023/06/15,55
2023/06/16,64
2023/06/17,102
2023/06/18,102
2023/06/19,58
2023/06/20,58
2023/06/21,58
2023/06/22,58
2023/06/23,101
2023/06/24,101
2023/06/25,96
2023/06/26,80
2023/06/27,76
2023/06/28,76
2023/06/29,76
2023/06/30,76
2023/07/01,76
2023/07/02,76
2023/07/03,64
2023/07/04,64
2023/07/05,64
2023/07/06,83
2023/07/07,83
2023/07/08,92
2023/07/09,92
2023/07/10,92
2023/07/11,92
2023/07/12,92
2023/07/13,92
2023/07/14,84
2023/07/15,85
2023/07/16,84
2023/07/17,78
2023/07/18,81
2023/07/19,80
2023/07/20,91
2023/07/21,92
2023/07/22,93
2023/07/23,89
2023/07/24,82
2023/07/25,77
2023/07/26,78
2023/07/27,75
2023/07/28,72
2023/07/29,75
2023/07/30,73
2023/07/31,72
2023/08/01,76
2023/08/02,83
2023/08/03,85
2023/08/04,85
2023/08/05,91
2023/08/06,91
2023/08/07,87
2023/08/08,96
2023/08/09,92
2023/08/10,92
2023/08/11,93
