Price at Date,Price in EUR
2023/06/08,103
2023/06/09,104
2023/06/10,87
2023/06/11,86
2023/06/12,86
2023/06/13,102
2023/06/14,102
2023/06/15,102
2023/06/16,96
2023/06/17,97
2023/06/18,93
2023/06/19,92
2023/06/20,92
2023/06/21,98
2023/06/22,105
2023/06/23,106
2023/06/24,106
2023/06/25,111
2023/06/26,115
2023/06/27,109
2023/06/28,109
2023/06/29,99
2023/06/30,97
2023/07/01,97
2023/07/02,97
2023/07/03,84
2023/07/04,73
2023/07/05,84
2023/07/06,95
2023/07/07,93
2023/07/08,93
2023/07/09,83
2023/07/10,83
2023/07/11,83
2023/07/12,72
2023/07/13,73
2023/07/14,84
2023/07/15,113
2023/07/16,125
2023/07/17,130
2023/07/18,131
2023/07/19,110
2023/07/20,84
2023/07/21,80
2023/07/22,80
2023/07/23,81
2023/07/24,93
2023/07/25,95
2023/07/26,108
2023/07/27,128
2023/07/28,109
2023/07/29,109
2023/07/30,128
2023/07/31,95
2023/08/01,122
2023/08/02,135
2023/08/03,140
2023/08/04,140
2023/08/05,143
2023/08/06,153
2023/08/07,163
