Price at Date,Price in EUR
2023/06/08,102
2023/06/09,98
2023/06/10,98
2023/06/11,98
2023/06/12,98
2023/06/13,98
2023/06/14,104
2023/06/15,105
2023/06/16,105
2023/06/17,100
2023/06/18,100
2023/06/19,101
2023/06/20,106
2023/06/21,109
2023/06/22,99
2023/06/23,99
2023/06/24,105
2023/06/25,105
2023/06/26,99
2023/06/27,99
2023/06/28,99
2023/06/29,97
2023/06/30,97
2023/07/01,97
2023/07/02,97
2023/07/03,87
2023/07/04,90
2023/07/05,95
2023/07/06,95
2023/07/07,104
2023/07/08,110
2023/07/09,110
2023/07/10,104
2023/07/11,104
2023/07/12,99
2023/07/13,99
2023/07/14,99
2023/07/15,99
2023/07/16,106
2023/07/17,112
2023/07/18,112
2023/07/19,112
2023/07/20,112
2023/07/21,117
2023/07/22,120
2023/07/23,120
2023/07/24,123
2023/07/25,106
2023/07/26,106
2023/07/27,112
2023/07/28,112
2023/07/29,112
2023/07/30,112
2023/07/31,112
2023/08/01,112
2023/08/02,112
2023/08/03,112
2023/08/04,112
2023/08/05,112
2023/08/06,112
2023/08/07,111
2023/08/08,112
2023/08/09,117
2023/08/10,117
2023/08/11,117
