Price at Date,Price in EUR
2023/06/08,32
2023/06/09,38
2023/06/10,34
2023/06/11,34
2023/06/12,28
2023/06/13,28
2023/06/14,29
2023/06/15,31
2023/06/16,40
2023/06/17,40
2023/06/18,40
2023/06/19,49
2023/06/20,64
2023/06/21,49
2023/06/22,49
2023/06/23,49
2023/06/24,54
2023/06/25,59
2023/06/26,53
2023/06/27,46
2023/06/28,32
2023/06/29,28
2023/06/30,29
2023/07/01,35
2023/07/02,36
2023/07/03,34
2023/07/04,39
2023/07/05,41
2023/07/06,40
2023/07/07,36
2023/07/08,42
2023/07/09,49
2023/07/10,47
2023/07/11,42
2023/07/12,42
2023/07/13,41
2023/07/14,40
2023/07/15,40
2023/07/16,46
2023/07/17,35
2023/07/18,35
2023/07/19,45
2023/07/20,45
2023/07/21,48
2023/07/22,48
2023/07/23,49
2023/07/24,42
2023/07/25,36
2023/07/26,30
2023/07/27,27
2023/07/28,27
2023/07/29,35
2023/07/30,35
2023/07/31,36
2023/08/01,42
2023/08/02,48
2023/08/03,66
2023/08/04,54
2023/08/05,54
2023/08/06,54
2023/08/07,59
