Price at Date,Price in EUR
2023/06/08,129
2023/06/09,132
2023/06/10,143
2023/06/11,143
2023/06/12,121
2023/06/13,118
2023/06/14,102
2023/06/15,102
2023/06/16,102
2023/06/17,102
2023/06/18,102
2023/06/19,96
2023/06/20,124
2023/06/21,113
2023/06/22,108
2023/06/23,113
2023/06/24,109
2023/06/25,109
2023/06/26,104
2023/06/27,104
2023/06/28,96
2023/06/29,108
2023/06/30,112
2023/07/01,118
2023/07/02,118
2023/07/03,118
2023/07/04,86
2023/07/05,96
2023/07/06,96
2023/07/07,122
2023/07/08,133
2023/07/09,128
2023/07/10,133
2023/07/11,133
2023/07/12,103
2023/07/13,103
2023/07/14,103
2023/07/15,103
2023/07/16,123
2023/07/17,123
2023/07/18,109
2023/07/19,97
2023/07/20,97
2023/07/21,112
2023/07/22,112
2023/07/23,110
2023/07/24,115
2023/07/25,102
2023/07/26,108
2023/07/27,108
2023/07/28,108
2023/07/29,126
2023/07/30,137
2023/07/31,137
2023/08/01,147
2023/08/02,159
2023/08/03,168
2023/08/04,168
2023/08/05,163
2023/08/06,163
2023/08/07,145
