Price at Date,Price in EUR
2023/06/08,194
2023/06/09,198
2023/06/10,198
2023/06/11,198
2023/06/12,198
2023/06/13,191
2023/06/14,198
2023/06/15,198
2023/06/16,198
2023/06/17,198
2023/06/18,198
2023/06/19,176
2023/06/20,176
2023/06/21,134
2023/06/22,137
2023/06/23,137
2023/06/24,137
2023/06/25,137
2023/06/26,137
2023/06/27,198
2023/06/28,214
2023/06/29,215
2023/06/30,198
2023/07/01,207
2023/07/02,215
2023/07/03,206
2023/07/04,206
2023/07/05,206
2023/07/06,187
2023/07/07,164
2023/07/08,229
2023/07/09,235
2023/07/10,226
2023/07/11,189
2023/07/12,189
2023/07/13,205
2023/07/14,140
2023/07/15,140
2023/07/16,147
2023/07/17,140
2023/07/18,147
2023/07/19,147
2023/07/20,162
2023/07/21,165
2023/07/22,169
2023/07/23,169
2023/07/24,204
2023/07/25,162
2023/07/26,162
2023/07/27,173
2023/07/28,170
2023/07/29,173
2023/07/30,186
2023/07/31,175
2023/08/01,201
2023/08/02,195
2023/08/03,195
2023/08/04,247
2023/08/05,259
2023/08/06,245
2023/08/07,245
