Price at Date,Price in EUR
2023/06/08,151
2023/06/09,151
2023/06/10,135
2023/06/11,140
2023/06/12,144
2023/06/13,152
2023/06/14,143
2023/06/15,151
2023/06/16,162
2023/06/17,164
2023/06/18,164
2023/06/19,164
2023/06/20,165
2023/06/21,164
2023/06/22,164
2023/06/23,165
2023/06/24,165
2023/06/25,165
2023/06/26,165
2023/06/27,165
2023/06/28,164
2023/06/29,164
2023/06/30,164
2023/07/01,185
2023/07/02,185
2023/07/03,196
2023/07/04,199
2023/07/05,188
2023/07/06,188
2023/07/07,172
2023/07/08,171
2023/07/09,182
2023/07/10,197
2023/07/11,197
2023/07/12,197
2023/07/13,197
2023/07/14,175
2023/07/15,165
2023/07/16,165
2023/07/17,145
2023/07/18,155
2023/07/19,155
2023/07/20,166
2023/07/21,171
2023/07/22,160
2023/07/23,160
2023/07/24,160
2023/07/25,166
2023/07/26,153
2023/07/27,146
2023/07/28,153
2023/07/29,167
2023/07/30,174
2023/07/31,174
2023/08/01,175
2023/08/02,156
2023/08/03,156
2023/08/04,198
2023/08/05,198
2023/08/06,198
2023/08/07,199
2023/08/08,224
2023/08/09,225
2023/08/10,228
2023/08/11,229
