Price at Date,Price in EUR
2023/06/08,127
2023/06/09,127
2023/06/10,165
2023/06/11,165
2023/06/12,138
2023/06/13,138
2023/06/14,175
2023/06/15,175
2023/06/16,135
2023/06/17,135
2023/06/18,135
2023/06/19,135
2023/06/20,144
2023/06/21,139
2023/06/22,139
2023/06/23,126
2023/06/24,126
2023/06/25,158
2023/06/26,146
2023/06/27,138
2023/06/28,143
2023/06/29,127
2023/06/30,127
2023/07/01,157
2023/07/02,157
2023/07/03,157
2023/07/04,147
2023/07/05,164
2023/07/06,164
2023/07/07,156
2023/07/08,158
2023/07/09,139
2023/07/10,151
2023/07/11,157
2023/07/12,150
2023/07/13,157
2023/07/14,151
2023/07/15,151
2023/07/16,151
2023/07/17,99
2023/07/18,99
2023/07/19,167
2023/07/20,172
2023/07/21,174
2023/07/22,164
2023/07/23,164
2023/07/24,140
2023/07/25,129
2023/07/26,129
2023/07/27,140
2023/07/28,145
2023/07/29,148
2023/07/30,153
2023/07/31,136
2023/08/01,168
2023/08/02,128
2023/08/03,115
2023/08/04,90
2023/08/05,121
2023/08/06,186
2023/08/07,186
2023/08/08,207
2023/08/09,194
2023/08/10,202
2023/08/11,217
