Price at Date,Price in EUR
2023/06/08,60
2023/06/09,60
2023/06/10,63
2023/06/11,60
2023/06/12,64
2023/06/13,56
2023/06/14,48
2023/06/15,48
2023/06/16,48
2023/06/17,57
2023/06/18,66
2023/06/19,57
2023/06/20,67
2023/06/21,80
2023/06/22,80
2023/06/23,80
2023/06/24,80
2023/06/25,80
2023/06/26,60
2023/06/27,61
2023/06/28,64
2023/06/29,61
2023/06/30,53
2023/07/01,53
2023/07/02,55
2023/07/03,57
2023/07/04,56
2023/07/05,56
2023/07/06,59
2023/07/07,55
2023/07/08,61
2023/07/09,64
2023/07/10,64
2023/07/11,65
2023/07/12,69
2023/07/13,69
2023/07/14,55
2023/07/15,55
2023/07/16,77
2023/07/17,80
2023/07/18,80
2023/07/19,89
2023/07/20,80
2023/07/21,80
2023/07/22,74
2023/07/23,74
2023/07/24,61
2023/07/25,52
2023/07/26,61
2023/07/27,74
2023/07/28,70
2023/07/29,70
2023/07/30,69
2023/07/31,80
2023/08/01,80
2023/08/02,73
2023/08/03,66
2023/08/04,56
2023/08/05,56
2023/08/06,64
2023/08/07,89
