Price at Date,Price in EUR
2023/06/08,38
2023/06/09,37
2023/06/10,45
2023/06/11,45
2023/06/12,44
2023/06/13,37
2023/06/14,37
2023/06/15,33
2023/06/16,31
2023/06/17,31
2023/06/18,32
2023/06/19,32
2023/06/20,24
2023/06/21,24
2023/06/22,24
2023/06/23,29
2023/06/24,22
2023/06/25,23
2023/06/26,23
2023/06/27,25
2023/06/28,26
2023/06/29,32
2023/06/30,32
2023/07/01,39
2023/07/02,33
2023/07/03,33
2023/07/04,33
2023/07/05,40
2023/07/06,45
2023/07/07,45
2023/07/08,44
2023/07/09,43
2023/07/10,51
2023/07/11,44
2023/07/12,44
2023/07/13,44
2023/07/14,45
2023/07/15,46
2023/07/16,46
2023/07/17,61
2023/07/18,63
2023/07/19,61
2023/07/20,60
2023/07/21,69
2023/07/22,70
2023/07/23,59
2023/07/24,49
2023/07/25,36
2023/07/26,36
2023/07/27,32
2023/07/28,31
2023/07/29,30
2023/07/30,31
2023/07/31,28
2023/08/01,35
2023/08/02,34
2023/08/03,45
2023/08/04,55
2023/08/05,75
2023/08/06,122
2023/08/07,117
