Price at Date,Price in EUR
2023/06/08,76
2023/06/09,65
2023/06/10,60
2023/06/11,61
2023/06/12,60
2023/06/13,61
2023/06/14,71
2023/06/15,71
2023/06/16,60
2023/06/17,60
2023/06/18,65
2023/06/19,68
2023/06/20,84
2023/06/21,92
2023/06/22,93
2023/06/23,93
2023/06/24,94
2023/06/25,94
2023/06/26,99
2023/06/27,108
2023/06/28,109
2023/06/29,109
2023/06/30,84
2023/07/01,82
2023/07/02,80
2023/07/03,81
2023/07/04,82
2023/07/05,84
2023/07/06,69
2023/07/07,77
2023/07/08,67
2023/07/09,72
2023/07/10,74
2023/07/11,77
2023/07/12,93
2023/07/13,107
2023/07/14,108
2023/07/15,109
2023/07/16,97
2023/07/17,67
2023/07/18,67
2023/07/19,67
2023/07/20,71
2023/07/21,69
2023/07/22,69
2023/07/23,70
2023/07/24,70
2023/07/25,70
2023/07/26,75
2023/07/27,59
2023/07/28,60
2023/07/29,64
2023/07/30,69
2023/07/31,75
2023/08/01,81
2023/08/02,81
2023/08/03,81
2023/08/04,49
2023/08/05,60
2023/08/06,79
2023/08/07,81
