Price at Date,Price in EUR
2023/06/08,72
2023/06/09,72
2023/06/10,72
2023/06/11,72
2023/06/12,71
2023/06/13,63
2023/06/14,63
2023/06/15,63
2023/06/16,63
2023/06/17,72
2023/06/18,72
2023/06/19,68
2023/06/20,64
2023/06/21,64
2023/06/22,64
2023/06/23,61
2023/06/24,64
2023/06/25,64
2023/06/26,59
2023/06/27,59
2023/06/28,59
2023/06/29,67
2023/06/30,67
2023/07/01,67
2023/07/02,67
2023/07/03,67
2023/07/04,70
2023/07/05,70
2023/07/06,70
2023/07/07,70
2023/07/08,67
2023/07/09,70
2023/07/10,70
2023/07/11,70
2023/07/12,70
2023/07/13,72
2023/07/14,72
2023/07/15,72
2023/07/16,72
2023/07/17,72
2023/07/18,72
2023/07/19,72
2023/07/20,73
2023/07/21,73
2023/07/22,73
2023/07/23,73
2023/07/24,73
2023/07/25,73
2023/07/26,73
2023/07/27,73
2023/07/28,73
2023/07/29,73
2023/07/30,73
2023/07/31,73
2023/08/01,73
2023/08/02,73
2023/08/03,83
2023/08/04,75
2023/08/05,75
2023/08/06,75
2023/08/07,86
