Price at Date,Price in EUR
2023/06/08,118
2023/06/09,122
2023/06/10,119
2023/06/11,129
2023/06/12,129
2023/06/13,112
2023/06/14,112
2023/06/15,113
2023/06/16,118
2023/06/17,119
2023/06/18,119
2023/06/19,113
2023/06/20,108
2023/06/21,106
2023/06/22,113
2023/06/23,119
2023/06/24,131
2023/06/25,131
2023/06/26,132
2023/06/27,133
2023/06/28,143
2023/06/29,144
2023/06/30,144
2023/07/01,153
2023/07/02,153
2023/07/03,126
2023/07/04,125
2023/07/05,146
2023/07/06,108
2023/07/07,108
2023/07/08,132
2023/07/09,118
2023/07/10,70
2023/07/11,70
2023/07/12,120
2023/07/13,120
2023/07/14,130
2023/07/15,133
2023/07/16,134
2023/07/17,129
2023/07/18,135
2023/07/19,131
2023/07/20,129
2023/07/21,129
2023/07/22,129
2023/07/23,134
2023/07/24,139
2023/07/25,158
2023/07/26,144
2023/07/27,152
2023/07/28,146
2023/07/29,146
2023/07/30,147
2023/07/31,147
2023/08/01,159
2023/08/02,170
2023/08/03,151
2023/08/04,151
2023/08/05,151
2023/08/06,151
2023/08/07,151
2023/08/08,151
2023/08/09,160
2023/08/10,161
2023/08/11,190
