Price at Date,Price in EUR
2023/06/08,77
2023/06/09,101
2023/06/10,101
2023/06/11,101
2023/06/12,101
2023/06/13,98
2023/06/14,84
2023/06/15,74
2023/06/16,66
2023/06/17,66
2023/06/18,67
2023/06/19,66
2023/06/20,66
2023/06/21,90
2023/06/22,91
2023/06/23,79
2023/06/24,79
2023/06/25,79
2023/06/26,76
2023/06/27,76
2023/06/28,64
2023/06/29,64
2023/06/30,79
2023/07/01,90
2023/07/02,90
2023/07/03,90
2023/07/04,102
2023/07/05,102
2023/07/06,102
2023/07/07,88
2023/07/08,88
2023/07/09,98
2023/07/10,77
2023/07/11,67
2023/07/12,67
2023/07/13,74
2023/07/14,58
2023/07/15,58
2023/07/16,64
2023/07/17,66
2023/07/18,94
2023/07/19,103
2023/07/20,103
2023/07/21,103
2023/07/22,102
2023/07/23,102
2023/07/24,74
2023/07/25,74
2023/07/26,66
2023/07/27,66
2023/07/28,58
2023/07/29,58
2023/07/30,66
2023/07/31,111
2023/08/01,90
2023/08/02,102
2023/08/03,124
2023/08/04,124
2023/08/05,124
2023/08/06,124
2023/08/07,124
2023/08/08,124
2023/08/09,118
2023/08/10,103
2023/08/11,151
