Price at Date,Price in EUR
2023/06/08,65
2023/06/09,65
2023/06/10,65
2023/06/11,65
2023/06/12,70
2023/06/13,80
2023/06/14,80
2023/06/15,80
2023/06/16,81
2023/06/17,102
2023/06/18,101
2023/06/19,101
2023/06/20,106
2023/06/21,102
2023/06/22,92
2023/06/23,83
2023/06/24,82
2023/06/25,83
2023/06/26,82
2023/06/27,82
2023/06/28,82
2023/06/29,82
2023/06/30,66
2023/07/01,67
2023/07/02,67
2023/07/03,66
2023/07/04,65
2023/07/05,65
2023/07/06,72
2023/07/07,69
2023/07/08,69
2023/07/09,69
2023/07/10,68
2023/07/11,69
2023/07/12,80
2023/07/13,80
2023/07/14,67
2023/07/15,70
2023/07/16,81
2023/07/17,81
2023/07/18,81
2023/07/19,97
2023/07/20,103
2023/07/21,78
2023/07/22,89
2023/07/23,93
2023/07/24,83
2023/07/25,83
2023/07/26,94
2023/07/27,89
2023/07/28,69
2023/07/29,78
2023/07/30,69
2023/07/31,69
2023/08/01,69
2023/08/02,70
2023/08/03,78
2023/08/04,89
2023/08/05,100
2023/08/06,110
2023/08/07,170
