Price at Date,Price in EUR
2023/06/08,67
2023/06/09,78
2023/06/10,89
2023/06/11,92
2023/06/12,106
2023/06/13,109
2023/06/14,107
2023/06/15,81
2023/06/16,69
2023/06/17,65
2023/06/18,65
2023/06/19,69
2023/06/20,101
2023/06/21,106
2023/06/22,92
2023/06/23,80
2023/06/24,76
2023/06/25,68
2023/06/26,56
2023/06/27,66
2023/06/28,101
2023/06/29,89
2023/06/30,89
2023/07/01,89
2023/07/02,81
2023/07/03,67
2023/07/04,78
2023/07/05,104
2023/07/06,104
2023/07/07,109
2023/07/08,109
2023/07/09,111
2023/07/10,122
2023/07/11,122
2023/07/12,109
2023/07/13,92
2023/07/14,92
2023/07/15,101
2023/07/16,101
2023/07/17,78
2023/07/18,89
2023/07/19,92
2023/07/20,78
2023/07/21,119
2023/07/22,126
2023/07/23,120
2023/07/24,93
2023/07/25,80
2023/07/26,92
2023/07/27,122
2023/07/28,120
2023/07/29,115
2023/07/30,120
2023/07/31,120
2023/08/01,120
2023/08/02,142
2023/08/03,142
2023/08/04,143
2023/08/05,145
2023/08/06,143
2023/08/07,151
